"Prey_OS_ID","Prey_Detail_Code","CommonName_DB","pred.name","PreyWt","Prey_Count","length.range","prey.name"
7935,NA,"MYSID","Greenland halibut",0.873,1,"026-30","other"
7935,81,"MYSID","Greenland halibut",0.084,NA,"026-30","other"
10011,81,"SQUID","Greenland halibut",0.255,NA,"026-30","other"
7935,NA,"MYSID","Greenland halibut",0.987,1,"031-35","other"
859,88,"GELATINOUS SEASNAIL","Greenland halibut",2.725,1,"031-35","other"
7935,NA,"MYSID","Greenland halibut",0.616,3,"031-35","other"
8112,NA,"SHRIMP","Greenland halibut",7.675,2,"036-40","montagui"
999,81,"UNIDENTIFIED FISH","Greenland halibut",8.109,NA,"036-40","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"036-40","other"
8111,NA,"SHRIMP","Greenland halibut",14.917,2,"041-45","borealis"
8110,81,"SHRIMP","Greenland halibut",5.916,NA,"041-45","Pandalus"
999,81,"UNIDENTIFIED FISH","Greenland halibut",3.688,NA,"041-45","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",1.63,NA,"041-45","Unidentified material"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"041-45","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",6.571,NA,"041-45","other"
7933,81,"MYSID","Greenland halibut",0.986,NA,"046-50","other"
436,88,"GADOIDS","Greenland halibut",12.992,1,"046-50","other"
436,88,"GADOIDS","Greenland halibut",12.084,1,"046-50","other"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.225,3,"046-50","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.472,NA,"046-50","other"
6000,81,"CRUSTACEAN","Greenland halibut",0.905,NA,"046-50","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",1.181,NA,"046-50","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"046-50","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",17.157,NA,"046-50","Unidentified material"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.234,NA,"046-50","other"
7935,81,"MYSID","Greenland halibut",0.05,NA,"046-50","other"
6000,81,"CRUSTACEAN","Greenland halibut",0.193,NA,"046-50","other"
7933,81,"MYSID","Greenland halibut",2.946,NA,"046-50","other"
7933,NA,"MYSID","Greenland halibut",1.456,5,"046-50","other"
7935,NA,"MYSID","Greenland halibut",9.24,33,"046-50","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",1.319,NA,"046-50","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"046-50","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"046-50","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"046-50","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"046-50","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",4.37,NA,"046-50","Unidentified material"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"051-55","other"
6000,81,"CRUSTACEAN","Greenland halibut",0.575,NA,"051-55","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",8.293,NA,"051-55","other"
7935,NA,"MYSID","Greenland halibut",8.268,14,"056-60","other"
7935,81,"MYSID","Greenland halibut",3.464,NA,"056-60","other"
7933,81,"MYSID","Greenland halibut",1.206,NA,"056-60","other"
7935,NA,"MYSID","Greenland halibut",2.16,3,"061-65","other"
7935,81,"MYSID","Greenland halibut",0.97,NA,"061-65","other"
7933,81,"MYSID","Greenland halibut",0.507,NA,"061-65","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",0.124,NA,"061-65","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",0.194,NA,"061-65","other"
6000,81,"CRUSTACEAN","Greenland halibut",0.56,NA,"061-65","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"061-65","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"061-65","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",3.164,NA,"061-65","Unidentified material"
6000,81,"CRUSTACEAN","Skate",1.55,NA,"041-45","other"
4950,81,"POLYCHAETE","Skate",5.084,NA,"041-45","other"
8111,NA,"SHRIMP","Skate",7.436,1,"021-25","borealis"
7933,81,"MYSID","Skate",0.127,NA,"026-30","other"
999,90,"UNIDENTIFIED FISH","Skate",0.019,NA,"026-30","other"
6000,81,"CRUSTACEAN","Skate",0.082,NA,"026-30","other"
4949,81,"ANNELID","Skate",0.474,NA,"026-30","other"
10275,NA,"GAMMARID AMPHIPOD","Skate",0.3,1,"026-30","other"
4950,81,"POLYCHAETE","Skate",0.13,NA,"026-30","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.435,NA,"026-30","Unidentified material"
4950,81,"POLYCHAETE","Skate",0.086,NA,"021-25","other"
6000,81,"CRUSTACEAN","Skate",0.776,NA,"021-25","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.189,NA,"021-25","Unidentified material"
6000,81,"CRUSTACEAN","Skate",0.432,NA,"016-20","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.394,NA,"016-20","Unidentified material"
6000,81,"CRUSTACEAN","Greenland halibut",0.1,NA,"016-20","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",2.004,NA,"016-20","other"
853,88,"SEASNAILS","Greenland halibut",2.847,1,"016-20","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",1.28,NA,"021-25","other"
6930,81,"AMPHIPOD","Greenland halibut",0.625,NA,"021-25","other"
451,88,"ARCTIC COD","Greenland halibut",16.844,1,"026-30","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",5.462,NA,"026-30","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",3.044,NA,"026-30","other"
859,88,"GELATINOUS SEASNAIL","Greenland halibut",3.856,1,"031-35","other"
859,88,"GELATINOUS SEASNAIL","Greenland halibut",18.696,1,"031-35","other"
853,81,"SEASNAILS","Greenland halibut",6.763,1,"031-35","other"
859,88,"GELATINOUS SEASNAIL","Greenland halibut",2.361,1,"031-35","other"
859,88,"GELATINOUS SEASNAIL","Greenland halibut",2.587,1,"031-35","other"
859,88,"GELATINOUS SEASNAIL","Greenland halibut",1.579,1,"031-35","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",14.436,NA,"031-35","other"
436,88,"GADOIDS","Greenland halibut",0,NA,"031-35","other"
451,88,"ARCTIC COD","Greenland halibut",21.679,1,"036-40","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",3.462,NA,"036-40","other"
6930,81,"AMPHIPOD","Skate",0.231,NA,"016-20","other"
4950,81,"POLYCHAETE","Skate",0.056,NA,"016-20","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.41,NA,"016-20","Unidentified material"
6930,81,"AMPHIPOD","Skate",1.252,NA,"016-20","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.098,NA,"016-20","Unidentified material"
999,81,"UNIDENTIFIED FISH","Skate",2.889,NA,"021-25","other"
6930,81,"AMPHIPOD","Skate",0.728,NA,"021-25","other"
6000,81,"CRUSTACEAN","Skate",0.654,NA,"021-25","other"
4950,81,"POLYCHAETE","Skate",0.09,NA,"021-25","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",2.089,NA,"021-25","Unidentified material"
6930,81,"AMPHIPOD","Skate",0.3,NA,"021-25","other"
6000,81,"CRUSTACEAN","Skate",0.947,NA,"021-25","other"
4950,81,"POLYCHAETE","Skate",0.1,NA,"021-25","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.506,NA,"021-25","Unidentified material"
8019,81,"DECAPOD","Skate",0.432,NA,"021-25","other"
6930,81,"AMPHIPOD","Skate",0.288,NA,"021-25","other"
6000,81,"CRUSTACEAN","Skate",0.037,NA,"026-30","other"
4950,81,"POLYCHAETE","Skate",2.035,NA,"026-30","other"
8111,NA,"SHRIMP","Skate",8.186,1,"041-45","borealis"
6000,81,"CRUSTACEAN","Skate",0.059,NA,"041-45","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.795,NA,"041-45","Unidentified material"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1,NA,"046-50","Unidentified material"
9980,NA,"UNIDENTIFIED MATERIAL","Redfish",0.024,NA,"016-20","Unidentified material"
8112,81,"SHRIMP","Skate",3.38,NA,"021-25","montagui"
6000,81,"CRUSTACEAN","Skate",0.083,NA,"016-20","other"
6083,NA,"COPEPOD","Skate",0.001,1,"016-20","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.216,NA,"016-20","Unidentified material"
451,88,"ARCTIC COD","Skate",15.512,1,"021-25","other"
8110,81,"SHRIMP","Skate",9.161,NA,"021-25","Pandalus"
4950,81,"POLYCHAETE","Skate",0.227,NA,"021-25","other"
6000,81,"CRUSTACEAN","Skate",0.025,NA,"021-25","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.297,NA,"021-25","Unidentified material"
6930,81,"AMPHIPOD","Skate",0.089,NA,"026-30","other"
8111,NA,"SHRIMP","Skate",7.427,1,"041-45","borealis"
8110,81,"SHRIMP","Skate",14.133,NA,"041-45","Pandalus"
810,88,"HOOKEAR SCULPIN","Skate",39.998,1,"046-50","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",6.5,NA,"046-50","other"
9998,NA,"EMPTY","Skate",NA,NA,"046-50","other"
999,81,"UNIDENTIFIED FISH","Skate",0.172,NA,"021-25","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"021-25","other"
6930,81,"AMPHIPOD","Skate",0.212,NA,"021-25","other"
8081,NA,"SHRIMP","Skate",2.236,1,"021-25","other"
8020,NA,"SHRIMP/SHRIMP SAMPLE","Skate",4.363,1,"021-25","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",2.905,NA,"021-25","Unidentified material"
8081,NA,"SHRIMP","Skate",3.584,1,"026-30","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",1.703,NA,"026-30","other"
8081,NA,"SHRIMP","Skate",8.572,2,"026-30","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",0.882,NA,"026-30","other"
4950,81,"POLYCHAETE","Skate",0.295,NA,"026-30","other"
6000,81,"CRUSTACEAN","Skate",0.08,NA,"026-30","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.445,NA,"026-30","Unidentified material"
9998,NA,"EMPTY","Skate",NA,NA,"026-30","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",8.45,NA,"031-35","other"
6930,81,"AMPHIPOD","Skate",0.24,NA,"021-25","other"
8020,NA,"SHRIMP/SHRIMP SAMPLE","Skate",4.424,1,"021-25","other"
8081,NA,"SHRIMP","Skate",3.84,1,"041-45","other"
8081,81,"SHRIMP","Skate",7.222,NA,"041-45","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",6.026,NA,"041-45","other"
8020,NA,"SHRIMP/SHRIMP SAMPLE","Skate",3.036,2,"041-45","other"
8081,NA,"SHRIMP","Skate",9.602,2,"046-50","other"
8081,NA,"SHRIMP","Skate",6.509,2,"046-50","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",9.734,NA,"046-50","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",9.6,NA,"046-50","other"
4545,81,"CEPHALOPOD","Skate",0.222,NA,"051-55","other"
4950,81,"POLYCHAETE","Skate",0.732,NA,"051-55","other"
8203,81,"CRAB","Skate",23.026,NA,"051-55","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",3.128,NA,"046-50","other"
